image_a,image_b,label,identity_a,identity_b,pair_type,cosine_similarity
D:\biztech\preprocessed_images\person_600\img_01.jpg,D:\biztech\preprocessed_images\person_234\img_07.jpg,0,person_600,person_234,negative,0.518791
D:\biztech\preprocessed_images\person_028\img_04.jpg,D:\biztech\preprocessed_images\person_028\img_29.jpg,1,person_028,person_028,positive,0.934988
D:\biztech\preprocessed_images\person_028\img_17.jpg,D:\biztech\preprocessed_images\person_028\img_31.jpg,1,person_028,person_028,positive,0.864534
D:\biztech\preprocessed_images\person_607\img_04.jpg,D:\biztech\preprocessed_images\person_301\img_02.jpg,0,person_607,person_301,negative,-0.411515
D:\biztech\preprocessed_images\person_204\img_05.jpg,D:\biztech\preprocessed_images\person_204\img_07.jpg,1,person_204,person_204,positive,0.753493
D:\biztech\preprocessed_images\person_215\img_01.jpg,D:\biztech\preprocessed_images\person_215\img_05.jpg,1,person_215,person_215,positive,0.664013
D:\biztech\preprocessed_images\person_600\img_03.jpg,D:\biztech\preprocessed_images\person_559\img_01.jpg,0,person_600,person_559,negative,0.026420
D:\biztech\preprocessed_images\person_251\img_05.jpg,D:\biztech\preprocessed_images\person_297\img_03.jpg,0,person_251,person_297,negative,0.305802
D:\biztech\preprocessed_images\person_090\img_04.jpg,D:\biztech\preprocessed_images\person_090\img_12.jpg,1,person_090,person_090,positive,0.668836
D:\biztech\preprocessed_images\person_433\img_01.jpg,D:\biztech\preprocessed_images\person_045\img_09.jpg,0,person_433,person_045,negative,-0.195096
D:\biztech\preprocessed_images\person_028\img_12.jpg,D:\biztech\preprocessed_images\person_028\img_17.jpg,1,person_028,person_028,positive,0.909035
D:\biztech\preprocessed_images\person_028\img_04.jpg,D:\biztech\preprocessed_images\person_028\img_25.jpg,1,person_028,person_028,positive,0.903726
D:\biztech\preprocessed_images\person_271\img_03.jpg,D:\biztech\preprocessed_images\person_033\img_02.jpg,0,person_271,person_033,negative,-0.042375
D:\biztech\preprocessed_images\person_297\img_01.jpg,D:\biztech\preprocessed_images\person_251\img_07.jpg,0,person_297,person_251,negative,-0.002380
D:\biztech\preprocessed_images\person_225\img_01.jpg,D:\biztech\preprocessed_images\person_225\img_07.jpg,1,person_225,person_225,positive,0.541289
D:\biztech\preprocessed_images\person_226\img_01.jpg,D:\biztech\preprocessed_images\person_388\img_02.jpg,0,person_226,person_388,negative,-0.045395
D:\biztech\preprocessed_images\person_226\img_02.jpg,D:\biztech\preprocessed_images\person_226\img_07.jpg,1,person_226,person_226,positive,0.698744
D:\biztech\preprocessed_images\person_160\img_04.jpg,D:\biztech\preprocessed_images\person_160\img_07.jpg,1,person_160,person_160,positive,0.591952
D:\biztech\preprocessed_images\person_575\img_03.jpg,D:\biztech\preprocessed_images\person_575\img_04.jpg,1,person_575,person_575,positive,0.650212
D:\biztech\preprocessed_images\person_368\img_03.jpg,D:\biztech\preprocessed_images\person_587\img_01.jpg,0,person_368,person_587,negative,0.192917
D:\biztech\preprocessed_images\person_104\img_09.jpg,D:\biztech\preprocessed_images\person_104\img_13.jpg,1,person_104,person_104,positive,0.636510
D:\biztech\preprocessed_images\person_217\img_01.jpg,D:\biztech\preprocessed_images\person_217\img_03.jpg,1,person_217,person_217,positive,0.839493
D:\biztech\preprocessed_images\person_460\img_01.jpg,D:\biztech\preprocessed_images\person_433\img_03.jpg,0,person_460,person_433,negative,0.162205
D:\biztech\preprocessed_images\person_364\img_01.jpg,D:\biztech\preprocessed_images\person_364\img_03.jpg,1,person_364,person_364,positive,0.647272
D:\biztech\preprocessed_images\person_251\img_01.jpg,D:\biztech\preprocessed_images\person_251\img_07.jpg,1,person_251,person_251,positive,0.719342
D:\biztech\preprocessed_images\person_164\img_04.jpg,D:\biztech\preprocessed_images\person_164\img_07.jpg,1,person_164,person_164,positive,0.624467
D:\biztech\preprocessed_images\person_380\img_02.jpg,D:\biztech\preprocessed_images\person_164\img_07.jpg,0,person_380,person_164,negative,-0.019138
D:\biztech\preprocessed_images\person_033\img_20.jpg,D:\biztech\preprocessed_images\person_411\img_04.jpg,0,person_033,person_411,negative,0.142769
D:\biztech\preprocessed_images\person_272\img_04.jpg,D:\biztech\preprocessed_images\person_104\img_13.jpg,0,person_272,person_104,negative,0.130223
D:\biztech\preprocessed_images\person_465\img_01.jpg,D:\biztech\preprocessed_images\person_221\img_03.jpg,0,person_465,person_221,negative,0.176837
D:\biztech\preprocessed_images\person_353\img_01.jpg,D:\biztech\preprocessed_images\person_058\img_10.jpg,0,person_353,person_058,negative,-0.191761
D:\biztech\preprocessed_images\person_470\img_03.jpg,D:\biztech\preprocessed_images\person_272\img_02.jpg,0,person_470,person_272,negative,-0.246440
D:\biztech\preprocessed_images\person_518\img_02.jpg,D:\biztech\preprocessed_images\person_251\img_01.jpg,0,person_518,person_251,negative,0.110625
D:\biztech\preprocessed_images\person_143\img_01.jpg,D:\biztech\preprocessed_images\person_143\img_11.jpg,1,person_143,person_143,positive,0.658024
D:\biztech\preprocessed_images\person_197\img_03.jpg,D:\biztech\preprocessed_images\person_197\img_06.jpg,1,person_197,person_197,positive,0.542017
D:\biztech\preprocessed_images\person_229\img_06.jpg,D:\biztech\preprocessed_images\person_282\img_02.jpg,0,person_229,person_282,negative,-0.200450
D:\biztech\preprocessed_images\person_301\img_01.jpg,D:\biztech\preprocessed_images\person_301\img_05.jpg,1,person_301,person_301,positive,0.773971
D:\biztech\preprocessed_images\person_217\img_03.jpg,D:\biztech\preprocessed_images\person_275\img_06.jpg,0,person_217,person_275,negative,-0.218106
D:\biztech\preprocessed_images\person_081\img_02.jpg,D:\biztech\preprocessed_images\person_081\img_05.jpg,1,person_081,person_081,positive,0.537114
D:\biztech\preprocessed_images\person_323\img_04.jpg,D:\biztech\preprocessed_images\person_323\img_05.jpg,1,person_323,person_323,positive,0.652739
D:\biztech\preprocessed_images\person_115\img_02.jpg,D:\biztech\preprocessed_images\person_115\img_10.jpg,1,person_115,person_115,positive,0.285080
D:\biztech\preprocessed_images\person_221\img_01.jpg,D:\biztech\preprocessed_images\person_221\img_02.jpg,1,person_221,person_221,positive,0.607406
D:\biztech\preprocessed_images\person_271\img_02.jpg,D:\biztech\preprocessed_images\person_143\img_01.jpg,0,person_271,person_143,negative,0.168002
D:\biztech\preprocessed_images\person_115\img_04.jpg,D:\biztech\preprocessed_images\person_115\img_08.jpg,1,person_115,person_115,positive,0.188225
D:\biztech\preprocessed_images\person_388\img_04.jpg,D:\biztech\preprocessed_images\person_104\img_02.jpg,0,person_388,person_104,negative,-0.367067
D:\biztech\preprocessed_images\person_282\img_06.jpg,D:\biztech\preprocessed_images\person_100\img_13.jpg,0,person_282,person_100,negative,0.172320
D:\biztech\preprocessed_images\person_167\img_06.jpg,D:\biztech\preprocessed_images\person_167\img_08.jpg,1,person_167,person_167,positive,0.430364
D:\biztech\preprocessed_images\person_433\img_02.jpg,D:\biztech\preprocessed_images\person_229\img_04.jpg,0,person_433,person_229,negative,0.360934
D:\biztech\preprocessed_images\person_100\img_08.jpg,D:\biztech\preprocessed_images\person_100\img_11.jpg,1,person_100,person_100,positive,0.351945
D:\biztech\preprocessed_images\person_603\img_04.jpg,D:\biztech\preprocessed_images\person_045\img_03.jpg,0,person_603,person_045,negative,-0.260899
D:\biztech\preprocessed_images\person_047\img_04.jpg,D:\biztech\preprocessed_images\person_047\img_23.jpg,1,person_047,person_047,positive,0.661514
D:\biztech\preprocessed_images\person_090\img_08.jpg,D:\biztech\preprocessed_images\person_090\img_13.jpg,1,person_090,person_090,positive,0.604193
D:\biztech\preprocessed_images\person_251\img_02.jpg,D:\biztech\preprocessed_images\person_251\img_04.jpg,1,person_251,person_251,positive,0.325126
D:\biztech\preprocessed_images\person_058\img_15.jpg,D:\biztech\preprocessed_images\person_603\img_03.jpg,0,person_058,person_603,negative,-0.271791
D:\biztech\preprocessed_images\person_353\img_01.jpg,D:\biztech\preprocessed_images\person_282\img_04.jpg,0,person_353,person_282,negative,-0.165165
D:\biztech\preprocessed_images\person_100\img_04.jpg,D:\biztech\preprocessed_images\person_100\img_10.jpg,1,person_100,person_100,positive,0.861695
D:\biztech\preprocessed_images\person_596\img_02.jpg,D:\biztech\preprocessed_images\person_596\img_04.jpg,1,person_596,person_596,positive,0.830555
D:\biztech\preprocessed_images\person_033\img_19.jpg,D:\biztech\preprocessed_images\person_033\img_22.jpg,1,person_033,person_033,positive,0.610231
D:\biztech\preprocessed_images\person_251\img_01.jpg,D:\biztech\preprocessed_images\person_251\img_02.jpg,1,person_251,person_251,positive,0.530747
D:\biztech\preprocessed_images\person_007\img_13.jpg,D:\biztech\preprocessed_images\person_007\img_44.jpg,1,person_007,person_007,positive,0.701543
D:\biztech\preprocessed_images\person_047\img_05.jpg,D:\biztech\preprocessed_images\person_047\img_21.jpg,1,person_047,person_047,positive,0.642730
D:\biztech\preprocessed_images\person_167\img_01.jpg,D:\biztech\preprocessed_images\person_167\img_05.jpg,1,person_167,person_167,positive,0.733153
D:\biztech\preprocessed_images\person_285\img_04.jpg,D:\biztech\preprocessed_images\person_271\img_06.jpg,0,person_285,person_271,negative,-0.066887
D:\biztech\preprocessed_images\person_225\img_01.jpg,D:\biztech\preprocessed_images\person_225\img_03.jpg,1,person_225,person_225,positive,0.831161
D:\biztech\preprocessed_images\person_285\img_02.jpg,D:\biztech\preprocessed_images\person_285\img_04.jpg,1,person_285,person_285,positive,0.438074
D:\biztech\preprocessed_images\person_081\img_15.jpg,D:\biztech\preprocessed_images\person_031\img_23.jpg,0,person_081,person_031,negative,0.033213
D:\biztech\preprocessed_images\person_388\img_02.jpg,D:\biztech\preprocessed_images\person_081\img_01.jpg,0,person_388,person_081,negative,-0.066215
D:\biztech\preprocessed_images\person_406\img_01.jpg,D:\biztech\preprocessed_images\person_406\img_02.jpg,1,person_406,person_406,positive,0.616864
D:\biztech\preprocessed_images\person_007\img_24.jpg,D:\biztech\preprocessed_images\person_204\img_07.jpg,0,person_007,person_204,negative,-0.003530
D:\biztech\preprocessed_images\person_176\img_03.jpg,D:\biztech\preprocessed_images\person_176\img_06.jpg,1,person_176,person_176,positive,0.894321
D:\biztech\preprocessed_images\person_197\img_05.jpg,D:\biztech\preprocessed_images\person_197\img_08.jpg,1,person_197,person_197,positive,0.230362
D:\biztech\preprocessed_images\person_301\img_05.jpg,D:\biztech\preprocessed_images\person_272\img_02.jpg,0,person_301,person_272,negative,-0.192176
D:\biztech\preprocessed_images\person_090\img_12.jpg,D:\biztech\preprocessed_images\person_090\img_14.jpg,1,person_090,person_090,positive,0.533345
D:\biztech\preprocessed_images\person_058\img_04.jpg,D:\biztech\preprocessed_images\person_058\img_05.jpg,1,person_058,person_058,positive,0.133168
D:\biztech\preprocessed_images\person_072\img_03.jpg,D:\biztech\preprocessed_images\person_072\img_14.jpg,1,person_072,person_072,positive,0.273161
D:\biztech\preprocessed_images\person_474\img_03.jpg,D:\biztech\preprocessed_images\person_474\img_04.jpg,1,person_474,person_474,positive,0.662278
D:\biztech\preprocessed_images\person_128\img_10.jpg,D:\biztech\preprocessed_images\person_234\img_01.jpg,0,person_128,person_234,negative,-0.101418
D:\biztech\preprocessed_images\person_239\img_07.jpg,D:\biztech\preprocessed_images\person_074\img_12.jpg,0,person_239,person_074,negative,-0.023870
D:\biztech\preprocessed_images\person_115\img_05.jpg,D:\biztech\preprocessed_images\person_115\img_08.jpg,1,person_115,person_115,positive,0.734842
D:\biztech\preprocessed_images\person_596\img_04.jpg,D:\biztech\preprocessed_images\person_471\img_02.jpg,0,person_596,person_471,negative,-0.077407
D:\biztech\preprocessed_images\person_559\img_03.jpg,D:\biztech\preprocessed_images\person_582\img_01.jpg,0,person_559,person_582,negative,0.461197
D:\biztech\preprocessed_images\person_271\img_02.jpg,D:\biztech\preprocessed_images\person_217\img_05.jpg,0,person_271,person_217,negative,0.162687
D:\biztech\preprocessed_images\person_465\img_04.jpg,D:\biztech\preprocessed_images\person_576\img_04.jpg,0,person_465,person_576,negative,-0.287687
D:\biztech\preprocessed_images\person_047\img_14.jpg,D:\biztech\preprocessed_images\person_115\img_02.jpg,0,person_047,person_115,negative,-0.246349
D:\biztech\preprocessed_images\person_033\img_09.jpg,D:\biztech\preprocessed_images\person_033\img_29.jpg,1,person_033,person_033,positive,0.694841
D:\biztech\preprocessed_images\person_353\img_01.jpg,D:\biztech\preprocessed_images\person_353\img_03.jpg,1,person_353,person_353,positive,0.504964
D:\biztech\preprocessed_images\person_234\img_03.jpg,D:\biztech\preprocessed_images\person_234\img_07.jpg,1,person_234,person_234,positive,0.805589
D:\biztech\preprocessed_images\person_068\img_03.jpg,D:\biztech\preprocessed_images\person_470\img_04.jpg,0,person_068,person_470,negative,-0.060302
D:\biztech\preprocessed_images\person_226\img_04.jpg,D:\biztech\preprocessed_images\person_234\img_06.jpg,0,person_226,person_234,negative,-0.047918
D:\biztech\preprocessed_images\person_275\img_01.jpg,D:\biztech\preprocessed_images\person_275\img_04.jpg,1,person_275,person_275,positive,0.579589
D:\biztech\preprocessed_images\person_031\img_28.jpg,D:\biztech\preprocessed_images\person_388\img_01.jpg,0,person_031,person_388,negative,0.389824
D:\biztech\preprocessed_images\person_389\img_02.jpg,D:\biztech\preprocessed_images\person_389\img_03.jpg,1,person_389,person_389,positive,0.727967
D:\biztech\preprocessed_images\person_582\img_03.jpg,D:\biztech\preprocessed_images\person_235\img_07.jpg,0,person_582,person_235,negative,-0.251234
D:\biztech\preprocessed_images\person_082\img_02.jpg,D:\biztech\preprocessed_images\person_082\img_11.jpg,1,person_082,person_082,positive,0.921965
D:\biztech\preprocessed_images\person_371\img_01.jpg,D:\biztech\preprocessed_images\person_270\img_04.jpg,0,person_371,person_270,negative,-0.125943
D:\biztech\preprocessed_images\person_176\img_06.jpg,D:\biztech\preprocessed_images\person_253\img_05.jpg,0,person_176,person_253,negative,0.001248
D:\biztech\preprocessed_images\person_176\img_01.jpg,D:\biztech\preprocessed_images\person_430\img_01.jpg,0,person_176,person_430,negative,-0.124204
D:\biztech\preprocessed_images\person_596\img_01.jpg,D:\biztech\preprocessed_images\person_215\img_01.jpg,0,person_596,person_215,negative,0.110549
D:\biztech\preprocessed_images\person_081\img_06.jpg,D:\biztech\preprocessed_images\person_081\img_10.jpg,1,person_081,person_081,positive,0.799495
D:\biztech\preprocessed_images\person_217\img_01.jpg,D:\biztech\preprocessed_images\person_217\img_04.jpg,1,person_217,person_217,positive,0.750548
D:\biztech\preprocessed_images\person_168\img_06.jpg,D:\biztech\preprocessed_images\person_168\img_07.jpg,1,person_168,person_168,positive,0.798604
D:\biztech\preprocessed_images\person_081\img_02.jpg,D:\biztech\preprocessed_images\person_081\img_08.jpg,1,person_081,person_081,positive,0.603010
D:\biztech\preprocessed_images\person_603\img_01.jpg,D:\biztech\preprocessed_images\person_160\img_06.jpg,0,person_603,person_160,negative,0.173177
D:\biztech\preprocessed_images\person_215\img_01.jpg,D:\biztech\preprocessed_images\person_215\img_08.jpg,1,person_215,person_215,positive,0.539997
D:\biztech\preprocessed_images\person_033\img_15.jpg,D:\biztech\preprocessed_images\person_033\img_29.jpg,1,person_033,person_033,positive,0.246939
D:\biztech\preprocessed_images\person_272\img_01.jpg,D:\biztech\preprocessed_images\person_368\img_04.jpg,0,person_272,person_368,negative,-0.437759
D:\biztech\preprocessed_images\person_239\img_02.jpg,D:\biztech\preprocessed_images\person_390\img_05.jpg,0,person_239,person_390,negative,0.245187
D:\biztech\preprocessed_images\person_460\img_01.jpg,D:\biztech\preprocessed_images\person_460\img_02.jpg,1,person_460,person_460,positive,0.839092
D:\biztech\preprocessed_images\person_058\img_03.jpg,D:\biztech\preprocessed_images\person_031\img_04.jpg,0,person_058,person_031,negative,-0.015672
D:\biztech\preprocessed_images\person_096\img_02.jpg,D:\biztech\preprocessed_images\person_096\img_11.jpg,1,person_096,person_096,positive,0.836533
